Tweets,Label
Tagal naman ng online class stoko na mag drive,Neutral
eto na online class is real,Neutral
2020 na pero ang server kang online class mi pang 2006,Neutral
Online class Naman iintindihin ko hahaha,Positive
Antok na antok ako sa online class na ito. Huhu,Negative
Trying everything for online class,Neutral
umAy dito sa bahay online class nga pero inuutusan din takteee,Negative
ayoko pang mag online class huhu,Negative
Salamat Online Class HAHAHAA,Positive
Lapit na ng online class puro plano lang ako sa pag eenroll HAHAHA,Neutral
andaming pinapagawa pag online class huhu,Negative
Kupal nyo mambulao excited pa naman ako for online class pasaboog na ang set up ko pasabog na rin fresh makeup look ko at gumising ako ng maaga para don tapos mawawalang ng internet pota,Negative
yes walang online class today!,Neutral
Di ako natutuwa sa online class.,Negative
enrolled pero di pa handa sa online class .,Negative
Nba playoffs &gt; online class,Neutral
First day of online class. Sana di ako mabulag after this term. Charot.  https://t.co/VfzTvC4zTp,Neutral
what actually online class look like.. 7am in the morning..  https://t.co/JcYKbMhoEu,Neutral
"kaning online class ba, pwede naa'y rest day?? no activities/assignments/quizzes/exams/announcements/org stuff",Neutral
ginawan ako ng tatay ko ng lamesa for online class. Men ang ganda!!! Thanks pa,Positive
"ang hirap ng new education system, hassle po ang online class",Negative
I think that having a 7am schedule for an online class is unhealthy and counter productive for the students. Its really different when they go to school before 7 than to ‘logging in’ by 7 at their homes. We should consider  how their body and mind affected by these adjustments.,Negative
Research sa online class makes me nervous HUHUHU,Negative
kaka start palang ng online class namin tas pagtingin ko sa Gc namin walang klase hanggang friday 🙈,Neutral
ako talaga malapit na ko mapikon sa online class na 'to ha. Laging di ako makasunod bahalakayojan.,Negative
Efficiency is really being challenged in an online class set up when explaining complex lessons that requires human interaction. Nakaka stress kasi iba ang feeling na magkakaharap kayo para magkaintindihan. Nakakalungkot.,Negative
@camilltrinidad Hala may online class Kami😞😭😩,Neutral
@MaamSyj @serrano_rene Screenshot from an online class video of an ex-colleague  https://t.co/AI1wwFpmb4,Neutral
Yung najejebs kana tas start na ng online class mo haaahha😂😂😂,Neutral
Online class o Thai/Kdrama,Neutral
"@MaamSyj @serrano_rene Wahaha! Xempre naman, sinong parent ang sisikmurahin na lang na mapapahiya ang anak dahil di makasagot lol mas ok yan kesa yung parent na bigla na lang pipingutin ang anak habang naka online class asus",Negative
goodmooooorniiiiinggg!   Me giving tips      VS     Me trying to for online class                apply the                                        tips for online                                              class  https://t.co/pleNf7chZG,Neutral
"Apparently, goals na naman kami @pazzzko kahit sa online class. HAHAHHAHAAH",Neutral
I feel like I'm gonna puke because of my online class (I hate video chats),Negative
may nag suicide nanaman na estudyante dahil hindi nakapagenroll sa letcheng online class nayan!!!!,Negative
Online class sa Discord,Neutral
"awit, di pwedeng online class sa GCC. ayoko pang umuwi 😭",Neutral
Bawal kaya may kulay ang buhok kapag sa online class? Hahahaha,Neutral
Dana need constant ahahahhahah pucha saan nanaman ako dinadala ng online class na to,Neutral
Online Class na Next week HELLO MGA KALASMATE,Positive
"sasabog na utak ko sa online class, midterms na agad next week anuna",Negative
Hahahahahahaha brownout napd. Good luck online class,Neutral
started doing school shits at 9am in the morning and i just finished it at 11:20pm !!??what is pahinga in online class??!!,Negative
Di lalim ang online class huhu,Negative
"Natutuwa ba ako dito sa online class, for compliance lang nangyayari.",Negative
@rubiato_melvin Sa second sem nalang mam. Hahahahaha. Online class ez real,Neutral
so three days na akong hindi na attend ng online class ko,Neutral
Daming gagawin bukas tangina mo online class,Negative
tinatamad pa ako mag online class!,Negative
Walang pa online class ngayon sa gc HAHAHAHAHHA,Neutral
Aduduy mambo online class talaga 😂,Neutral
"@mhailiminish alaws ako aports sa online class tas ang cocorny ng mga classmates:&lt; deins makapagrecite, mga competitive bHiE,,, parang si blessed type chz HAHAHA labyü echauz",Negative
Having a considerate teachers like mine in this time of pandemic during online class is a blessings to all the student! Sir Noel and Sir Buniel thank you💙💚❤️,Positive
parang sinabi nyo lang din sa mga students na “kung di mo afford online class wag ka mag-enroll” 👎🏻👎🏻,Neutral
sana maipagawa na laptop nila nanay para sure na sa online class. 👏,Neutral
August 24 pasukan na 😍 nakakamis na din pumasok ee.😅 #facetoface and #onlineclass,Neutral
so while i am scrolling through our GC. TANGINA! ang hustle and hirap ng Online Class!!!!!!! #AcademicFreeze,Negative
Online class 🤣  https://t.co/GMtvyrGQZe,Positive
katulgon jd ko aning online class baaahhh animel,Negative
ayaw ko na online class :&lt;,Negative
Kung hindi lang siguro dahil sa online class wala narin akong dp ngayon HAHAHA nakakaumay na pagmumukha ko ghad🤦,Neutral
Di nako makaya ug absorb tanan info sa online class,Negative
tanginang online class yan puro tawa hahshshshshshsha,Neutral
@cjmors Hahahaha di rin naman ako matututo sa online class buddy hanap nalang muna pagkakaperahan,Negative
Ilang Araw nalang online class na!!!,Positive
"Come and join our HIV Basics Classes. Choose your schedule by registering @    https://t.co/2c5Ol23dzS  In line with our commitment to engage as we educate, Q&amp;A and Quizzes will also be done during the online class.",Neutral
"2nd day of Online Class, absent ako. Galing.",Neutral
online class o ride??? hahahahaha🤔🤷😂,Neutral
lalo lang kaming pinapahirapan sa online class eh,Negative
We still have to work. Not all students are capable to this online class that we are having today. I am still adjusting to it and even my time management. It's not that easy to do some task and yet I am also working.,Negative
"Come and join our HIV Basics Classes. Choose your schedule by registering @    https://t.co/Y7AeHrwsZ8  In line with our commitment to engage as we educate, Q&amp;A and Quizzes will also be done during the online class.",Neutral
Kahit may libreng Wi-Fi pa ayaw ko parin ng online class.,Negative
Ako lang ba yung excited sa online class?,Positive
@peeefessi Saya ba online class mare?,Neutral
hindi yata para sakin tong online class jusko po😫😫 hindi ako confident mag salita sa harap ng camera like may gusto kang sabihin pero ‘di mo magawa kasi nga nahihiya ka??? hELP 😩😩😩,Negative
@Moira_Michaela yourz 👉🏻👈🏻 HAHAHA miss you na moimoi! goodluck sa online class mwaps,Positive
Para mau pang gamit na ako and pang upgrade ng pc for online class hmp,Neutral
enroll enroll pa di ko din naman papasukan online class,Negative
"7:30 am class till 6:00 pm. Ang saya to teach pero, online class pa nga! Sakit sa mata na screen kaharap all day!",Neutral
Just praying for better days🥺 online class is really hard huhu esp if putolputol net hays,Negative
"Kahit mahirap at bago yung online class, ibibigay namin lahat yung best namin para sa inyo.",Positive
Nakakangalay pag online class amp,Negative
kakahanap ng magandang background sa online class 📚  #googlemeet #newnormal #itsmorefuninthephilippines #tmrseenzone #distancelearning #2020  https://t.co/SsMmmMi8Vb,Positive
today was a pretty wild first day of physical classes wtf ugh it was hard to get to online class on time because of how quick we have to switch classes,Negative
"kakatapos lang namin mag online class pero di pa kami tapos 😔🤚 opo, mana po ako kay @stellajero_ tapos ngayon ko lang nalaman top 2 paren SB19 HUHUHUHUHUHUHUH  SB19 LangMalakas @SB19Official",Negative
Binulanay sa bago online class HAHAHAHAHA,Neutral
"First day of trial ng online class ng aming baby Yuna... Super excited talaga sya makita ang classmates nya...😊😊😊  #onlineclass  #communityofpraiseintegratedschool @ Bacoor, Cavite  https://t.co/cuZZRmo63h",Positive
HOYYY KAKATAPOS KO LANG MAG ONLINE CLASS HUHUHUHUHUH SECOND SPOT ULET SB19 HUHUHUHUH SB19LANG MALAKAS TALAGA 😭😭😭,Neutral
paano kaya mkkapag online class ni hndi nag lloading ang zoom dini. heyuppp!!,Negative
"sa mga kaibigan ko na nag tatake ng online class nila ngayon, mahal ko kayo!! 🥳",Positive
I need this. Pampagana and motivation sa pag online class!! #MimiyuuuhRoadTo3Million,Positive
online class thingy  https://t.co/yXE7NNmVNC,Neutral
stressedt na kayko sa online class 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Negative
Mahabang holiday vacation plus weekends sarap mag pahinga muna sa online class,Neutral
Ang hirap pala ng online class tas may mga pamangkin ka na habol sayo :(( HAHAHAHAHA,Negative
Pagkatapos ng Online class 😬  https://t.co/fkFlAHJH4c,Neutral
Monday-Saturday ang online class😫,Neutral
Sorry sa mga naka earphones sa online class dko alam na d na pala nakamute mic. Ko😂,Neutral
online class? no. online selling? yes. piyucommunity,Neutral
Start na ng online class by next week pero diko pa alam section ko.,Neutral
Online class at 2pm izzz..  https://t.co/J7n1AmrGlT,Neutral
"Now, I really felt how hard having an online class.",Negative
Ena bay may lab fee e online class naman,Negative
"hirap umabsent, hirap matulog kapag online class 😭   #FearTheHerd🦌 #Roadto2Peat🏆 #KIDLAP2020💚💛",Negative
For those people who have good hearts! Let us help her🥺  A retweet can help or any amount will do to help her pursue her online class in this time of Pandemic. Kindly message her Twitter account @jiaann17   #PisoParaSaOnlineClass #PisoParaSaEdukasyon #PisoParaSaLaptop,Positive
"mas gusto ko parin talagang hapon hanggang gabi ang klase, lalo na ngayon online class hays",Negative
Yawang online class wala talaga aq maintindihan 🙂👍🏻,Negative
ansakeeeeeet sa mata ng online class na yan,Negative
ANSAYA MAG ONLINE CLASS BIGLA KAMING NAWALANG NG KURYENTE,Negative
Luh ang bilis ng oras patapos na agad online class ko!,Neutral
Grabe yung lunch break ng kapatid na sa online class nya- fcking 20mins haha aligaga sya iih. 7am to 2pm sched nya. After 9am meron sya break na 15mins then laban na ulit hahah,Neutral
Ma feel ko na ang online class,Neutral
Pati ba naman sa online class pasmo? HAHAHA oki pa ko,Negative
Yung nagrerecit ka during online class tapos bigla kang tinawag ng kalikasan. 🤣🍃  https://t.co/X2VhFU37Ig,Neutral
friends/study buddies nga pra sa online class desperado na ako🥺👉👈,Neutral
"Pati pagpili da kung modular, online class or blended dugaye pa gaud hahahahahaha @mryjnespinoza",Neutral
fck online class,Negative
Nakakaliit ng pwet tung online class  #OnlineClasses,Neutral
"oyy, gusto ko din ng ringlight sa online class xx",Neutral
So official na talaga bukas yung pag isstart ng online class hahahahahhhaha,Neutral
"my niece's version of Nanay, Tatay after 2 days sa online class  Nanay, Tatay gusto ko bReaD Ate, Kuya gusto ko CoFfeE  Anong nangyayari????????",Neutral
So far okay naman ako sa grad school online class namin. Mapepressure ka talaga gumawa ng assigned tasks kasi super interview prof namin sa isa't isa.  13 kami sa klase ako yung hudas chz i guess ol class works well for small groups kasi namamaximize yung interaction.,Positive
@GtrrzAngela syempre HAHAHAHAHAHA BWISET NA ONLINE CLASS YAN WALA AKONG MABUBURAT NA KAKLASE HAHAAHHAHAAH  char buraot yon,Negative
Sana may Goodluck ulit sakin sa Monday para sa umpisa ng Online Class,Neutral
Pano kami makakapag online class kung drain or lowbatt ipads namin?! Aaaaahhh San kami kukuha ng Battery charge kung bawal mag charge inside the classroom 🤦🏼‍♂️ jsq,Negative
picture muna bago mag online class ulit 😅  https://t.co/J48XmYPgo2,Positive
@nasyakiraaaa @_themessyme okay tak sis nk end degree online class lagii smpi end of this year😜,Neutral
Bat walang allowance pag online class!!,Neutral
@santosdarrel1 puro ka ml mag online class ka nga HAHAHAHAHA,Neutral
Ang hirap makinig sa online class tsaka sumagot taena yan,Negative
Umay online class apakaa gago sobraaa,Negative
me realizing that my camera for online class is inverted 👁👄👁,Neutral
Yehey maaga akong online class🙏  https://t.co/rEmYmbqUJA,Positive
pangalawang araw palang ng online class ng alaga ko pero haggard nako,Neutral
Mas nakakahilo pa rin yung online class niyo kesa sa lindol. Hello,Negative
katugon pako huhuhuhu laban lang online class,Neutral
Required po ba maligo 'pag online class lang?,Neutral
Dami ko ng GC hanep na online class yan!,Negative
"Kahilo. Kaya pala na uga ung prof nmin, Gg Nalindol pa sa kalagitnaan pa ng online class.",Neutral
"lt ako kay jami, first day of online class napagkamalan pang prof HAHAHAAHA",Positive
"HARDEST THING SA ONLINE CLASS IS THAT WHEN UR MOM IS VERRRYYY VERRY ANGGRRYY  and SHOUTING SO FUCKNG HARD,TO THE POINT NA HINDI MO NA NAIINTINDIHAN BINABASA MO!!FUCK OUR HOUSE IS NOT CONDUCIVE FOR LEARNING!!",Negative
Online Class? 🤔,Neutral
Luh? Bat ako gising? Excited ba ako sa first day ng online class ko?,Positive
Tagal naman ng online class,Neutral
@yeppeudaaa_ okay lang naman tayo sa online class na yan 😑,Positive
"it's been a year... sooo, after MPM or after the term. 🤔🤔🤔 naa kahay online class ani?  https://t.co/46giZ4jlYy",Positive
I need a back massage from all this whole day sitting set up of this online class,Neutral
required ba ipakita yung mukha sa online class?,Neutral
Mas nakakapagod ang online class kesa sa face to face class,Negative
Pero maaga online class namin bukas😂🤘,Positive
Dry run muna mga bayut!!! Bago mag online class😂  https://t.co/pxhRdngT08,Neutral
Nakipag date sa jowa habang nag online class haha dami napa sana all,Neutral
"Adjusting to #OnlineClass was a bit of a challenge, but I admire the persistence and support of my students and their families. -A thread-",Positive
Ge online class pa,Neutral
"Quezon City+ Dumaguete City! I am almost breaking. Modular-like online class. I promise, I wont do virtual F2F.",Negative
This ONLine Class is making me Dizzy as fuck,Negative
@TheTrueAMG @wBaxterLee I'll buy laptop for online class.❤️,Neutral
i hate online class 😣,Negative
Lag na nga sa laro lag pa sa online class 😤  https://t.co/Jk1DhKSKuo,Neutral
"@syrll_vhng Alam mo vheng 50/50 ako sa academic freeze nayan, not being selfish. Pero gusto ko lang naman makatapos ng mabilis ( may k-12 na nga ) pero iniisip ko din yung ibang di talaga afford mag online class.",Negative
Pano kaya set up ko Neto pag nag start na online class HAHAHAHA,Neutral
"naisip ko lang kawawa Naman mga less priveledge sa online class, tapos yung ibang magulang nawalan pa Ng trabaho dahil sa Covid, yung iba walang laptop ni selpon tas malala Wala pang internet . Eh sa mga platform na ginagamit, internet yung kailangan para maaccess.",Negative
At mukhang aabot tayo sa point na umeextra kayod at sabay ang online class ah. 🤔🤔🤔  https://t.co/WhF17KkPKb,Negative
first of online class,Positive
Feel ko mahihirapan talaga ako mag online class huhu,Negative
Aaaaaaaaa feeling so demotivated bcs my friends are not around 😭😭😭😭 I mean online class got me demotivated bcs there's no people that can motivate me by suffering together 😭 I mean we suffered together but not irl 😭,Negative
di pa ako ready sa online class,Negative
@TKD_Karl netflix muna bago online class hahaha,Neutral
7:00 am online class tomorrow 🤦🏻‍♂️ nanayt!,Positive
"Hi stalkerist na gamit ay ang iphone ng jowang mong hilaw 🙄 Wala ka magawa? Mag-banat ka ng bones. Or magenroll ka kaya? Tutal may gamit kang iphone pang online class, lubosin mo ang gamit. At gamitin sa tama. 😘",Neutral
@iamMVP @PLDT_Cares kelan kaya magkakaavailable port?!MAY pa kami nagapply for wifi connection until now ssbhin nyo wala pa din port.Paaabutin nyo pa yata ng nextyear eh!Wala ba kayong alternative solution para dyan?Ang galing ho!Gawan nyo nmn ng paraan m,Neutral
2nd year lang ata may online class next week ay hahaha anuna bipsu,Neutral
Ako lang ba yung hindi naghahanda para sa online class sa Monday?!🥴,Neutral
Hindi talaga para satin ang online class. We are not ready!,Negative
"kaya naman mag online class, makisama lang zameco oag laptop gagamitin HAHAHAHAHAHAH",Positive
1 week nalang start na ang online class wuhuuu,Neutral
"online class on wednesday, public holiday on thursday, friday, then finally saturday for my last class of the week",Neutral
Buti nalang di ko inabot online class. Baka hagalpak ko nangingibabaw,Neutral
1st day of online class was 😁 to 😭,Neutral
FCK ONLINE CLASS.,Negative
"@PLDT_Cares Nevermind it's back, but please if anything, let us know beforehand so that things so sudden like this won't occur next time or even worse, during an online class.",Negative
1st day ng online class:  wala pa naman si ma'am 🤫  https://t.co/YWyJHukspI,Neutral
Sabi ng anak ko na panganay: porket me #onlineclass  !!!  Me: nakita ko lang ksi kaya ginamit ko Hahaha! D ba pede magpaganda? 😬 tapos ung bunso: mama ako din!   - hay ang hirap pag babae ang mga anak  😂arjud da mettin!  https://t.co/Fv2JT0TGP2,Neutral
Nakaraos din sa first day ng online class aacKkkkk lezzgaw MedTech🤧😆  https://t.co/CRakaXJJDs,Positive
Songs vro feeling ko di ako makakasabay kapag online class ang meron ;&lt;,Negative
Isang online class pa lang naaattendan ko bored na bored na ako,Negative
Sad kasi dat may alternative choices para sa mga hindi kaya makapag online class ngayon. Yun ang di tinututukan ng gobyerno eh kung pano nila masosolusyunan lalo na sa pang pribado unibersidad,Neutral
"hindi ako nakikipagvc sa hindi ko close, pano yung online class kaya bukas :((( HAHAHAHAHA",Negative
Hello Online Class!!!  https://t.co/qeEUzFntj4,Positive
ang gastos mag online class.  ang gastos mag online class.  ang gastos mag online class.,Negative
ang hirap sa phone tapos data lang gamit 😢 #OnlineClass,Negative
Tangnang feu to ang hirap na nga ng online class papahirapan pa pagset ng group call!!!,Negative
signing ceremony   #monday #firstdayofschool #newnormal #online #class #school #university #professor #doctor #phd #floraldesign #selfie #portrait #portraitphotography #gay @ FEU - NRMF  https://t.co/OSiRF3Y8QS,Neutral
I’ll count 1-2-3   #monday #firstdayofschool #newnormal #online #class #school #university #professor #doctor #phd #floraldesign #selfie #portrait #portraitphotography #gay @ FEU - NRMF  https://t.co/UPuHisBeop,Neutral
Naiiyak ako kanina sa online class namin e. Idk why? The feeling? 😭,Negative
di pa ako ready for online class,Negative
Bakit parang mas nakakastress online class???,Negative
Fuck this online class!,Negative
8am Schedule ko sa Online Class pero gising ko 10😂,Neutral
Hirap ng online class 🤦🏻‍♀️,Negative
"di ko alam kung online class ba to o mukbang eh, puro ako kain ampota...",Neutral
kailangan ko sang patago na foods mag online class,Neutral
Online class: first day of schoolbe like  https://t.co/53VbeyKA9q,Neutral
nakakastress pa rin yung online class parang mapapakalbo ako neto ng wala sa oras,Neutral
@ChoroidPlexuses @angeliqmyg pati sa online class palaban ka HAHAHAH,Neutral
Di talaga magiging hadlang yung online class sa gala HAHAHAHA,Neutral
"Isang araw bago yung online class namin , pero ngayon palang nagpaparamdam na yung internet !!",Neutral
Nakakabobo pag online class hahahaha nakakarindi rin,Negative
first day of online class done ✔,Positive
okay lang ako sa online class 🙂 i really can’t catch up!!!,Neutral
Hindi masaya mag online class! Kawawa mga teachers na nagpapasaya ng mga virtual students.,Negative
"bawal matulog sa klase, pero sa online class pwede HSHSHSHSHSHS",Neutral
tanginang tawang tawa ako sa online class na nga may cutting pa HHAHAHSHAHAHAHAHAH,Neutral
potaena LT naman sa online class e hahaha,Positive
Online class is waving at mee,Positive
pag katapos ng online class na yun tulog agad e HAHHAHAHAHAHHAHA,Neutral
Online class is real!  https://t.co/SwsPdgFPQR,Positive
mag start na online class ko tomorrow🤦🏼‍♂️,Positive
Wala pa nga akong nabibiling laptop para sa Online class eh kasi katakot naman pumunta ng mall,Neutral
Natapos din online class salamat,Neutral
"Diko maintindihan, ano po connect ng mga ibang bayarin na di naman namin magagamit kung online class lang namannn😕👉🏻👈🏻",Negative
"tangina, itigil na natin to ched/deped walang patutunguhan tong putanginang online class na 'to.",Negative
Stop muna kosana sa pagaaral kaso mapagiiwanan ako 1sem lang naman online class i hope sa 2021 NEW NORMAL nayung masalubong ng buong bansa kung saan muling babangon at maguumpisa sa buhay 💖 In Jesus name AMEN 💖,Negative
@kateleobrera_ @Harlotmsr PWEDE BA AKO SUMINGIT SA ONLINE CLASS NIYO AT MAGAWA KO MAN LANG YAN FOR THE LAST TIME DGKDBXKSHDLDJDLSK 😭😭😭😭😭✌😗 MISS U AGHHKKKKK,Neutral
Na imagina na nako na ang PE ang pinaka awkward na online class. 🤔,Neutral
Umay sa online class wala manlang nag orient,Negative
Kakainis ang online class,Negative
Online class look.  https://t.co/IZPX8dYFHI,Neutral
online class lezgo,Positive
Good morning!😂 Takte may pasok or online class always late sa morning class😅  https://t.co/JRyV40hLUD,Neutral
"Ang nakakasama lang naman ng loob sa online class na to eh, nabawasan pa nga aq ng allowance &lt;___&gt;   (i mean swerte na yon kasi yung iba di na talaga binigyan since bahay lng hsksksks)",Neutral
yawa ang online class!,Negative
NANG DAHIL SA ONLINE CLASS NAGING DALAWA LÀPTOP NAMIN. HEHE THANKS G🙏😍  https://t.co/ZfScEG5Ex3,Positive
Yung iba nagsisimula na online class nila samantalang kami chill pa langgg,Neutral
Awit sa online class na yan,Negative
Baka pati sa online class bawal din may kulay ang buhok? 😂,Neutral
"Hayop minsan na nga lang maspecial mention sa online class, yung pag left ko pa. HAHAHAHAHAHA sorry sir hina po kasi ng globe wifi huhu",Neutral
"next week kona lang seseryosohin online class, or sa quizzes or maybe sa exam na lang pala HAHAHAHAH wtf!!!",Neutral
"Biruin mo, magdamag kang may ka-video call pero tinatamad ka sa isang oras na online class.",Negative
Hello tasI kaya ba online class today?,Neutral
@dsymistula Nang dahil sa online class hahahaha,Neutral
"1st day dami agad reklamo sa online class,, HAHAHAHAHAHAHA ako dito chill lang",Neutral
MAS NAKAKASTRESS TALAGA ONLINE CLASS.,Negative
nangangapa pa para sa online class.,Negative
Ka funny sa online class HAHAHAHAHAHAHAHAHA,Neutral
Struggle is real. Online class pa more.,Negative
ako nalang ba hindi pa ready for online class hehehehe,Negative
tangina netong mga barkada ko wala na ako maintindihan sa online class eh HAHAHAHAHAHHAHAH,Neutral
aliw sa online class 😂,Positive
UMAY SA ONLINE CLASS,Negative
"Hindi pa naman talaga tayo handa sa online class, at naiintindihan ko na gusto nyo paring may natutunan ang mga estudyante",Neutral
@janinavela It may not change mine but it can change my brother’s future. He is in high school and im in college. Online class ang kanilang mode of learning but sadly wala syang phone. Wala rin kaming budget para bilhan sya ng phone dahil walang work si,Negative
hirap ng online class sakto pag gising ko tapos na sila mag klase hays🤦🏻‍♀️,Negative
Me during 7am online class,Neutral
HOY BAWAL LANDIAN SA ONLINE CLASS UMAYOS KAYO POTEK HAHAHAHAHAHSHS,Neutral
online class na pala,Neutral
@gaililolu Aral na aral na ako sana kaso online class sayang yung mga need lab nating subjects dinatin ma eenjoy,Negative
"@PLDT_Cares ano na naman ba problema... updated kami sa bayad ha, pero every wk sakit nyo na ang mawalan kmi ng connection so every wk may ma-miss ang mga anak ko sa online class nila. Mahirap din makahabol sa online class kaya pls lang.  @pcoogov @DepEd_",Negative
online class na sana namin today😁,Neutral
Wala kong maitindihan sa online class amp,Negative
Grabe si pat tinawagan na ako pinapatawag pa ako kay josh para magising lang ako kasi start na ng online class 🥺🥺🥺 LOVE U BABE @pattysevillaa,Neutral
"Mga tropa at kabatch ko nag simula na sa online class,,,ako kaya?🤔",Neutral
Online class pala makakapagbalik ng sleeping routine ko eh HAHAHAHA,Positive
Nakakastress pasukan na namin sa lunes di ko na alam kung paano masusurvive ulit yung online class,Negative
No ligo and no breakfast 😂 Hello Online class😂,Neutral
kailangan bang maligo pag online class?,Neutral
Mayisheshare sana akong post sa fb kaso may online class pala 🤧,Neutral
"di naman ako excited para sa online class ngayon, bakit di ako nakatulog :/",Negative
I have Online class later and I’m having wild thoughts 🤪🥴  https://t.co/oiShLOEsMN,Neutral
goodnight! 😴 first day na ng online class later!! lesgo FLEx 🤙🏻,Neutral
Mas mahirap pa online class kesa sa actual,Negative
ayaw ko magsayaw sa online class mamaya!! 😫 sana late ako magising 😆,Neutral
@eynjel1724 may online class na kasi sya bukas kaya daw susulitin nya na ahahaha,Neutral
Online class na bukas bhie.  #AcademicFreezeNOW,Neutral
Yoko matulog pag gising ko online class na namen whahahha,Neutral
DAMI NYONG ALAM. #OnlineClass  👎,Neutral
Medyo kabado ako kanina lalo na online class namin bukas super ma stress ako sayo ah😂  https://t.co/uiABLOIsjw,Neutral
after i read some article from education freeze etch. putangina na realize ko na ang mahal ng tuition fee ko tapos ang daming extra fees na babayaran e online class naman!!?? @PhCHED galaw galaw,Negative
"@weslysy Yesterday, nearly broke down seeing kids begging for spare change, almost 'spamming' sa kung anong makita nilang viral tweet, in any hopes they could grab to raise funds for their online class and daily survival.  And then today, an influx of the",Negative
im so not ready for online class huhuhuhu friend me please? im shy 🥺,Negative
and first day of online class na bukas ugggh,Negative
okay 2nd week na ng online class bukas....dami na ng gagawin...hahahaha..awiiittt tlga,Neutral
bukas na po ba talaga Start ng online class?? wla na po bang patawad ??,Neutral
"Nag sisimula na sila mag online class sa zoom, habang ako ito, waiting parin kung makakapasok pa.",Neutral
"Feeling ko late ako bukas, online class na nga yun ha. Hahahaha",Neutral
"So bigla ko naisip na pwede ka mabuntis ngayon pero hindi ka hihinto sa pag-aaral. Gragraduate ka din on time total online class naman,,, Ma gusto mo na ba ng apo??? 🤣",Neutral
ano kaya feeling nga bwas na ang start sang online class? hala ay hahaha.,Neutral
"tangina, simula na ng online class bukas hahahahahahahahaha balakayojan NU hahahahahahaha",Neutral
"last day ng pag inom to may online class na bukas, kailangan sulitin 😁",Neutral
"@SB19Official stell tapos na  menpa? nawalan kami ng internet yawq na.,,. kahit isang goodluck nalang dyan para sa online class ko bukas yess tuloy na tuloy ang klase namen bukas ha ha ha ha ha   HAPPY7M ALAB  @SB19Official #SB19STELL_MENPA",Neutral
Online class tomorrow. Luh,Neutral
"@sharewinner @PLDTHome @PLDT_Cares Talaga ba? Hala, ano ba yan? May online class pa naman bukas yung pamangkin ko.",Neutral
"Stuck between ""magpapa enroll"" or ""wag na lang"" kasi diko feel yung online class tsaka mahirap pa magbiyahe.",Negative
Pag ‘di ka pinansin ni ma’am sa online class  https://t.co/a2CXMtHQ7J,Neutral
"@iium_su assalamualaikum, i would like to ask,  For short semester, do we'll do online class or F2F class?",Neutral
Start na sa Tuesday online class. :////////,Neutral
"Sure na akong mahihirapan akong magcope up sa online class, mga 102%",Negative
start na ng online class bukas pero wala kaming internet hehe pldt ano na🙂,Neutral
ONLINE CLASS NA BA TALAGA?!,Neutral
"@SB19Official Boss stell, bukas na Online Class // Regular Classes namin. So, baka maging inactive ako magmula bukas huhu. Isang ""Goodluck"" naman jan uwu  HAPPY7M ALAB @SB19Official  #SB19STELL_MENPA",Neutral
@SB19Official pag ako nareplayan sasayaw talaga ko love goes sa online class🙈  HAPPY7M ALAB @SB19Official #SB19STELL_MENPA,Neutral
I can't believe na aug.24 na online class😢☺️,Neutral
"Pasukan na pala ng SPC bukas. Go guyss. If hindi nyo talaga kaya yung online class, learn to raise your voice. 😁🤗 Padayon SPCians! 💚💛",Neutral
kahit online class di ko mapigilan pa din maexcite hahaha wala lang new normal hays,Positive
"online class will start tomorrow, wala na pong bawian? 🙃",Positive
Walang College Days. Walang Foundation. Walang Socialization. 2020💔 Online Class lang magaganap.,Neutral
Bawal ang toxicity sa online class okay! Kalma kalma lang😎,Positive
Online Class tom.,Neutral
@jedferraris_ Puro ba yan pang online class o pagkain? pagkain lazada? hahahahaha,Neutral
napaka-unfair lang po talaga ng online class sa walang wifi at stable na signal,Negative
@CryptoGirlCzai @Cryptovietnamvn  https://t.co/W6PqQMfp5n  Hello! ❤️ I just want to ask for a little help for my online class. And a simple retweet is a big help for me. Thankyou so much and Godbless po.  😇❤️ #PisoParaSaOnlineClass  #PisoParaSa,Neutral
"putanginamo converge 3months na kami nag aantay kabitan nakapag bayad na kami lahat lahat, WALA PADEN?!?!?!? next week na online class namen baka naman 🤡",Negative
Simula na ng online class bukass,Neutral
So not ready for online class 🥴,Negative
Lord guide me to my studies as I started my online class. 🙏 #Sunday  https://t.co/EzI2JFr2O5,Positive
"mas gusto ko talaga mag ftf class na, hirap mag online class, para ka lang nag self-study, skskksks",Negative
Buddy Happy birthday🎊🎉🎂 shot soon Sana Maka hanap kana ng bebe mo Hahaha Gudluck sa Online class wag muna sa basketball Haha Enjoy tol labyu from: Me  https://t.co/TWJuUMicy2,Neutral
What's wrong with you  She just add you and chat you kasi classmate kayo for online class then makikita ko ang sabi mo call tayo?  What do you want me to feel happy?,Neutral
BASTA AKO PTC NA PINILI KO ONLINE CLASS NAMAN EH MAGING PRACTICAL TAYO HAHAHAHAHAHAHAHHAHAHA,Neutral
"Torn between getting up to prep for my online class and going back to slee—putangina, ito na magbabasa na. 😖",Neutral
"@JannyLowkey ah, online class?",Neutral
Sana talaga kapag nagstart na yung online class makisama mga aso namin. Para di mahirapan si bunso.,Neutral
